"State","Year.Month","Report.Number"
"MN","2015-02",21
"MN","2015-03",28
"MN","2015-04",17
"MN","2015-05",17
"MN","2015-06",21
"MN","2015-07",25
"MN","2015-08",26
"MN","2015-09",24
"MN","2015-10",21
"MN","2015-11",16
"MN","2015-12",20
"MN","2016-01",15
"MN","2016-02",13
"MN","2016-03",0
"MN","2016-04",0
"MO","2005-01",0
"MO","2005-02",19
"MO","2005-03",25
"MO","2005-04",42
"MO","2005-05",22
"MO","2005-06",47
"MO","2005-07",34
"MO","2005-08",51
"MO","2005-09",40
"MO","2005-10",37
"MO","2005-11",32
"MO","2005-12",27
"MO","2006-01",38
"MO","2006-02",30
"MO","2006-03",36
"MO","2006-04",38
"MO","2006-05",34
"MO","2006-06",24
"MO","2006-07",31
"MO","2006-08",40
"MO","2006-09",46
"MO","2006-10",25
"MO","2006-11",31
"MO","2006-12",33
"MO","2007-01",28
"MO","2007-02",25
"MO","2007-03",34
"MO","2007-04",38
"MO","2007-05",28
"MO","2007-06",45
"MO","2007-07",36
"MO","2007-08",44
"MO","2007-09",22
"MO","2007-10",31
"MO","2007-11",37
"MO","2007-12",32
"MO","2008-01",26
"MO","2008-02",30
"MO","2008-03",19
"MO","2008-04",28
"MO","2008-05",21
"MO","2008-06",30
"MO","2008-07",21
"MO","2008-08",34
"MO","2008-09",36
"MO","2008-10",20
"MO","2008-11",25
"MO","2008-12",16
"MO","2009-01",18
"MO","2009-02",24
"MO","2009-03",26
"MO","2009-04",19
"MO","2009-05",23
"MO","2009-06",31
"MO","2009-07",29
"MO","2009-08",23
"MO","2009-09",32
"MO","2009-10",25
"MO","2009-11",13
"MO","2009-12",12
"MO","2010-01",13
"MO","2010-02",12
"MO","2010-03",20
"MO","2010-04",23
"MO","2010-05",26
"MO","2010-06",32
"MO","2010-07",26
"MO","2010-08",28
"MO","2010-09",24
"MO","2010-10",20
"MO","2010-11",19
"MO","2010-12",22
"MO","2011-01",20
"MO","2011-02",15
"MO","2011-03",30
"MO","2011-04",18
"MO","2011-05",31
"MO","2011-06",24
"MO","2011-07",30
"MO","2011-08",31
"MO","2011-09",27
"MO","2011-10",21
"MO","2011-11",24
"MO","2011-12",21
"MO","2012-01",21
"MO","2012-02",18
"MO","2012-03",27
"MO","2012-04",33
"MO","2012-05",34
"MO","2012-06",34
"MO","2012-07",33
"MO","2012-08",47
"MO","2012-09",37
"MO","2012-10",33
"MO","2012-11",23
"MO","2012-12",14
"MO","2013-01",28
"MO","2013-02",19
"MO","2013-03",25
"MO","2013-04",28
"MO","2013-05",27
"MO","2013-06",37
"MO","2013-07",37
"MO","2013-08",35
"MO","2013-09",37
"MO","2013-10",37
"MO","2013-11",23
"MO","2013-12",21
"MO","2014-01",17
"MO","2014-02",30
"MO","2014-03",28
"MO","2014-04",32
"MO","2014-05",54
"MO","2014-06",32
"MO","2014-07",39
"MO","2014-08",40
"MO","2014-09",31
"MO","2014-10",47
"MO","2014-11",25
"MO","2014-12",19
"MO","2015-01",30
"MO","2015-02",17
"MO","2015-03",26
"MO","2015-04",24
"MO","2015-05",22
"MO","2015-06",36
"MO","2015-07",33
"MO","2015-08",29
"MO","2015-09",34
"MO","2015-10",32
"MO","2015-11",16
"MO","2015-12",20
"MO","2016-01",18
"MO","2016-02",13
"MO","2016-03",0
"MO","2016-04",0
"MP","2005-01",0
"MP","2005-02",0
"MP","2005-03",0
"MP","2005-04",0
"MP","2005-05",0
"MP","2005-06",0
"MP","2005-07",0
"MP","2005-08",0
"MP","2005-09",0
"MP","2005-10",0
"MP","2005-11",0
"MP","2005-12",0
"MP","2006-01",0
"MP","2006-02",0
"MP","2006-03",0
"MP","2006-04",0
"MP","2006-05",0
"MP","2006-06",0
"MP","2006-07",0
"MP","2006-08",0
"MP","2006-09",0
"MP","2006-10",0
"MP","2006-11",0
"MP","2006-12",0
"MP","2007-01",0
"MP","2007-02",0
"MP","2007-03",0
"MP","2007-04",0
"MP","2007-05",0
"MP","2007-06",0
"MP","2007-07",0
"MP","2007-08",0
"MP","2007-09",0
"MP","2007-10",0
"MP","2007-11",0
"MP","2007-12",0
"MP","2008-01",0
"MP","2008-02",0
"MP","2008-03",0
"MP","2008-04",0
"MP","2008-05",0
"MP","2008-06",0
"MP","2008-07",0
"MP","2008-08",0
"MP","2008-09",0
"MP","2008-10",0
"MP","2008-11",0
"MP","2008-12",0
"MP","2009-01",0
"MP","2009-02",0
"MP","2009-03",0
"MP","2009-04",0
"MP","2009-05",0
"MP","2009-06",0
"MP","2009-07",0
"MP","2009-08",0
"MP","2009-09",0
"MP","2009-10",0
"MP","2009-11",0
"MP","2009-12",0
"MP","2010-01",0
"MP","2010-02",0
"MP","2010-03",0
"MP","2010-04",0
"MP","2010-05",0
"MP","2010-06",0
"MP","2010-07",0
"MP","2010-08",0
"MP","2010-09",0
"MP","2010-10",0
"MP","2010-11",0
"MP","2010-12",0
"MP","2011-01",0
"MP","2011-02",0
"MP","2011-03",0
"MP","2011-04",0
"MP","2011-05",0
"MP","2011-06",0
"MP","2011-07",0
"MP","2011-08",0
"MP","2011-09",0
"MP","2011-10",0
"MP","2011-11",0
"MP","2011-12",0
"MP","2012-01",0
"MP","2012-02",0
"MP","2012-03",0
"MP","2012-04",0
"MP","2012-05",0
"MP","2012-06",0
"MP","2012-07",0
"MP","2012-08",0
"MP","2012-09",0
"MP","2012-10",0
"MP","2012-11",0
"MP","2012-12",0
"MP","2013-01",0
"MP","2013-02",0
"MP","2013-03",0
"MP","2013-04",0
"MP","2013-05",0
"MP","2013-06",0
"MP","2013-07",0
"MP","2013-08",0
"MP","2013-09",0
"MP","2013-10",0
"MP","2013-11",0
"MP","2013-12",0
"MP","2014-01",0
"MP","2014-02",0
"MP","2014-03",0
"MP","2014-04",0
"MP","2014-05",0
"MP","2014-06",0
"MP","2014-07",0
"MP","2014-08",0
"MP","2014-09",0
"MP","2014-10",0
"MP","2014-11",0
"MP","2014-12",0
"MP","2015-01",0
"MP","2015-02",0
"MP","2015-03",0
"MP","2015-04",0
"MP","2015-05",0
"MP","2015-06",0
"MP","2015-07",0
"MP","2015-08",0
"MP","2015-09",0
"MP","2015-10",0
"MP","2015-11",0
"MP","2015-12",0
"MP","2016-01",0
"MP","2016-02",0
"MP","2016-03",0
"MP","2016-04",0
"MS","2005-01",0
"MS","2005-02",10
"MS","2005-03",12
"MS","2005-04",10
"MS","2005-05",6
"MS","2005-06",12
"MS","2005-07",11
"MS","2005-08",14
"MS","2005-09",9
"MS","2005-10",16
"MS","2005-11",8
"MS","2005-12",5
"MS","2006-01",10
"MS","2006-02",7
"MS","2006-03",9
"MS","2006-04",12
"MS","2006-05",20
"MS","2006-06",13
"MS","2006-07",15
"MS","2006-08",13
"MS","2006-09",13
"MS","2006-10",15
"MS","2006-11",8
"MS","2006-12",6
"MS","2007-01",11
"MS","2007-02",10
"MS","2007-03",16
"MS","2007-04",12
"MS","2007-05",13
"MS","2007-06",9
"MS","2007-07",16
"MS","2007-08",17
"MS","2007-09",17
"MS","2007-10",17
"MS","2007-11",7
"MS","2007-12",7
"MS","2008-01",16
"MS","2008-02",12
"MS","2008-03",14
"MS","2008-04",17
"MS","2008-05",15
"MS","2008-06",12
"MS","2008-07",16
"MS","2008-08",11
"MS","2008-09",11
"MS","2008-10",16
"MS","2008-11",5
"MS","2008-12",4
"MS","2009-01",11
"MS","2009-02",9
"MS","2009-03",12
"MS","2009-04",11
"MS","2009-05",6
"MS","2009-06",12
"MS","2009-07",6
"MS","2009-08",16
"MS","2009-09",6
"MS","2009-10",12
"MS","2009-11",4
"MS","2009-12",4
"MS","2010-01",9
"MS","2010-02",3
"MS","2010-03",9
"MS","2010-04",13
"MS","2010-05",8
"MS","2010-06",11
"MS","2010-07",16
"MS","2010-08",13
"MS","2010-09",12
"MS","2010-10",11
"MS","2010-11",9
"MS","2010-12",5
"MS","2011-01",6
"MS","2011-02",10
"MS","2011-03",8
"MS","2011-04",13
"MS","2011-05",9
"MS","2011-06",13
"MS","2011-07",16
"MS","2011-08",11
"MS","2011-09",14
"MS","2011-10",4
"MS","2011-11",5
"MS","2011-12",4
"MS","2012-01",4
"MS","2012-02",4
"MS","2012-03",12
"MS","2012-04",9
"MS","2012-05",9
"MS","2012-06",7
"MS","2012-07",6
"MS","2012-08",20
"MS","2012-09",9
"MS","2012-10",11
"MS","2012-11",3
"MS","2012-12",5
"MS","2013-01",5
"MS","2013-02",7
"MS","2013-03",9
"MS","2013-04",12
"MS","2013-05",5
"MS","2013-06",8
"MS","2013-07",13
"MS","2013-08",8
"MS","2013-09",11
"MS","2013-10",11
"MS","2013-11",7
"MS","2013-12",6
"MS","2014-01",14
"MS","2014-02",7
"MS","2014-03",9
"MS","2014-04",21
"MS","2014-05",14
"MS","2014-06",11
"MS","2014-07",14
"MS","2014-08",12
"MS","2014-09",18
"MS","2014-10",13
"MS","2014-11",13
"MS","2014-12",11
"MS","2015-01",6
"MS","2015-02",7
"MS","2015-03",3
"MS","2015-04",11
"MS","2015-05",7
"MS","2015-06",10
"MS","2015-07",28
"MS","2015-08",14
"MS","2015-09",13
"MS","2015-10",13
"MS","2015-11",7
"MS","2015-12",10
"MS","2016-01",5
"MS","2016-02",7
"MS","2016-03",0
"MS","2016-04",0
"MT","2005-01",0
"MT","2005-02",1
"MT","2005-03",3
"MT","2005-04",2
"MT","2005-05",3
"MT","2005-06",5
"MT","2005-07",2
"MT","2005-08",4
"MT","2005-09",3
"MT","2005-10",8
"MT","2005-11",3
"MT","2005-12",2
"MT","2006-01",3
"MT","2006-02",4
"MT","2006-03",8
"MT","2006-04",6
"MT","2006-05",9
"MT","2006-06",7
"MT","2006-07",8
"MT","2006-08",7
"MT","2006-09",3
"MT","2006-10",7
"MT","2006-11",5
"MT","2006-12",3
"MT","2007-01",3
"MT","2007-02",2
"MT","2007-03",6
"MT","2007-04",6
"MT","2007-05",5
"MT","2007-06",9
"MT","2007-07",15
"MT","2007-08",7
"MT","2007-09",7
"MT","2007-10",5
"MT","2007-11",2
"MT","2007-12",4
"MT","2008-01",7
"MT","2008-02",4
"MT","2008-03",5
"MT","2008-04",6
"MT","2008-05",2
"MT","2008-06",6
"MT","2008-07",10
"MT","2008-08",4
"MT","2008-09",5
"MT","2008-10",3
"MT","2008-11",5
"MT","2008-12",4
"MT","2009-01",2
"MT","2009-02",5
"MT","2009-03",2
"MT","2009-04",4
"MT","2009-05",7
"MT","2009-06",6
"MT","2009-07",8
"MT","2009-08",4
"MT","2009-09",4
"MT","2009-10",4
"MT","2009-11",4
"MT","2009-12",4
"MT","2010-01",2
"MT","2010-02",5
"MT","2010-03",5
"MT","2010-04",6
"MT","2010-05",3
"MT","2010-06",3
"MT","2010-07",4
"MT","2010-08",5
"MT","2010-09",6
"MT","2010-10",5
"MT","2010-11",8
"MT","2010-12",3
"MT","2011-01",3
"MT","2011-02",6
"MT","2011-03",5
"MT","2011-04",6
"MT","2011-05",2
"MT","2011-06",8
"MT","2011-07",4
"MT","2011-08",11
"MT","2011-09",6
"MT","2011-10",12
"MT","2011-11",4
"MT","2011-12",5
"MT","2012-01",3
"MT","2012-02",4
"MT","2012-03",9
"MT","2012-04",2
"MT","2012-05",0
"MT","2012-06",3
"MT","2012-07",6
"MT","2012-08",16
"MT","2012-09",5
"MT","2012-10",2
"MT","2012-11",2
"MT","2012-12",4
"MT","2013-01",11
"MT","2013-02",7
"MT","2013-03",1
"MT","2013-04",4
"MT","2013-05",2
"MT","2013-06",6
"MT","2013-07",6
"MT","2013-08",5
"MT","2013-09",4
"MT","2013-10",2
"MT","2013-11",2
"MT","2013-12",1
"MT","2014-01",1
"MT","2014-02",4
"MT","2014-03",8
"MT","2014-04",3
"MT","2014-05",8
"MT","2014-06",5
"MT","2014-07",4
"MT","2014-08",10
"MT","2014-09",9
"MT","2014-10",6
"MT","2014-11",7
"MT","2014-12",12
"MT","2015-01",8
"MT","2015-02",4
"MT","2015-03",11
"MT","2015-04",4
"MT","2015-05",3
"MT","2015-06",9
"MT","2015-07",14
"MT","2015-08",6
"MT","2015-09",7
"MT","2015-10",9
"MT","2015-11",3
"MT","2015-12",6
"MT","2016-01",5
"MT","2016-02",1
"MT","2016-03",0
"MT","2016-04",0
"NC","2005-01",0
"NC","2005-02",28
"NC","2005-03",26
"NC","2005-04",49
"NC","2005-05",39
"NC","2005-06",41
"NC","2005-07",32
"NC","2005-08",49
"NC","2005-09",39
"NC","2005-10",48
"NC","2005-11",37
"NC","2005-12",26
"NC","2006-01",30
"NC","2006-02",33
"NC","2006-03",37
"NC","2006-04",43
"NC","2006-05",56
"NC","2006-06",44
"NC","2006-07",51
"NC","2006-08",59
"NC","2006-09",43
"NC","2006-10",40
"NC","2006-11",41
"NC","2006-12",30
"NC","2007-01",42
"NC","2007-02",33
"NC","2007-03",37
"NC","2007-04",42
"NC","2007-05",43
"NC","2007-06",63
"NC","2007-07",43
"NC","2007-08",54
"NC","2007-09",42
"NC","2007-10",42
"NC","2007-11",26
"NC","2007-12",29
"NC","2008-01",39
"NC","2008-02",40
"NC","2008-03",27
"NC","2008-04",41
"NC","2008-05",52
"NC","2008-06",46
"NC","2008-07",51
"NC","2008-08",50
"NC","2008-09",42
"NC","2008-10",26
"NC","2008-11",34
"NC","2008-12",24
"NC","2009-01",25
"NC","2009-02",32
"NC","2009-03",26
"NC","2009-04",47
"NC","2009-05",50
"NC","2009-06",43
"NC","2009-07",38
"NC","2009-08",40
"NC","2009-09",40
"NC","2009-10",31
"NC","2009-11",20
"NC","2009-12",29
"NC","2010-01",33
"NC","2010-02",30
"NC","2010-03",39
"NC","2010-04",35
"NC","2010-05",40
"NC","2010-06",55
"NC","2010-07",45
"NC","2010-08",58
"NC","2010-09",37
"NC","2010-10",27
"NC","2010-11",30
"NC","2010-12",27
"NC","2011-01",25
"NC","2011-02",21
"NC","2011-03",34
"NC","2011-04",35
"NC","2011-05",41
"NC","2011-06",54
"NC","2011-07",43
"NC","2011-08",46
"NC","2011-09",32
"NC","2011-10",20
"NC","2011-11",19
"NC","2011-12",19
"NC","2012-01",23
"NC","2012-02",29
"NC","2012-03",29
"NC","2012-04",29
"NC","2012-05",40
"NC","2012-06",33
"NC","2012-07",40
"NC","2012-08",39
"NC","2012-09",24
"NC","2012-10",47
"NC","2012-11",29
"NC","2012-12",31
"NC","2013-01",34
"NC","2013-02",20
"NC","2013-03",25
"NC","2013-04",40
"NC","2013-05",40
"NC","2013-06",26
"NC","2013-07",44
"NC","2013-08",28
"NC","2013-09",19
"NC","2013-10",43
"NC","2013-11",27
"NC","2013-12",24
"NC","2014-01",37
"NC","2014-02",30
"NC","2014-03",26
"NC","2014-04",36
"NC","2014-05",41
"NC","2014-06",37
"NC","2014-07",38
"NC","2014-08",33
"NC","2014-09",37
"NC","2014-10",31
"NC","2014-11",22
"NC","2014-12",21
"NC","2015-01",21
"NC","2015-02",18
"NC","2015-03",24
"NC","2015-04",27
"NC","2015-05",32
"NC","2015-06",36
"NC","2015-07",42
"NC","2015-08",38
"NC","2015-09",40
"NC","2015-10",39
"NC","2015-11",29
"NC","2015-12",28
"NC","2016-01",25
"NC","2016-02",10
"NC","2016-03",0
"NC","2016-04",0
"ND","2005-01",0
"ND","2005-02",2
"ND","2005-03",7
"ND","2005-04",1
"ND","2005-05",1
"ND","2005-06",1
"ND","2005-07",2
"ND","2005-08",3
"ND","2005-09",1
"ND","2005-10",2
"ND","2005-11",0
"ND","2005-12",1
"ND","2006-01",0
"ND","2006-02",2
"ND","2006-03",3
"ND","2006-04",4
"ND","2006-05",2
"ND","2006-06",7
"ND","2006-07",5
"ND","2006-08",2
"ND","2006-09",2
"ND","2006-10",1
"ND","2006-11",2
"ND","2006-12",2
"ND","2007-01",3
"ND","2007-02",3
"ND","2007-03",5
"ND","2007-04",0
"ND","2007-05",8
"ND","2007-06",4
"ND","2007-07",4
"ND","2007-08",2
"ND","2007-09",3
"ND","2007-10",2
"ND","2007-11",1
"ND","2007-12",4
"ND","2008-01",5
"ND","2008-02",4
"ND","2008-03",3
"ND","2008-04",2
"ND","2008-05",4
"ND","2008-06",2
"ND","2008-07",3
"ND","2008-08",2
"ND","2008-09",4
"ND","2008-10",3
"ND","2008-11",4
"ND","2008-12",10
"ND","2009-01",4
"ND","2009-02",0
"ND","2009-03",0
"ND","2009-04",1
"ND","2009-05",2
"ND","2009-06",4
"ND","2009-07",3
"ND","2009-08",2
"ND","2009-09",1
"ND","2009-10",0
"ND","2009-11",1
"ND","2009-12",0
"ND","2010-01",1
"ND","2010-02",0
"ND","2010-03",3
"ND","2010-04",2
"ND","2010-05",1
"ND","2010-06",11
"ND","2010-07",4
"ND","2010-08",5
"ND","2010-09",6
"ND","2010-10",6
"ND","2010-11",1
"ND","2010-12",2
"ND","2011-01",1
"ND","2011-02",2
"ND","2011-03",4
"ND","2011-04",4
"ND","2011-05",1
"ND","2011-06",1
"ND","2011-07",2
"ND","2011-08",1
"ND","2011-09",2
"ND","2011-10",2
"ND","2011-11",1
"ND","2011-12",3
"ND","2012-01",8
"ND","2012-02",2
"ND","2012-03",4
"ND","2012-04",3
"ND","2012-05",7
"ND","2012-06",5
"ND","2012-07",2
"ND","2012-08",5
"ND","2012-09",11
"ND","2012-10",6
"ND","2012-11",3
"ND","2012-12",6
"ND","2013-01",3
"ND","2013-02",3
"ND","2013-03",6
"ND","2013-04",4
"ND","2013-05",2
"ND","2013-06",6
"ND","2013-07",5
"ND","2013-08",5
"ND","2013-09",7
"ND","2013-10",6
"ND","2013-11",3
"ND","2013-12",21
"ND","2014-01",5
"ND","2014-02",6
"ND","2014-03",5
"ND","2014-04",4
"ND","2014-05",3
"ND","2014-06",10
"ND","2014-07",7
"ND","2014-08",7
"ND","2014-09",10
"ND","2014-10",8
"ND","2014-11",2
"ND","2014-12",5
"ND","2015-01",3
"ND","2015-02",7
"ND","2015-03",3
"ND","2015-04",6
"ND","2015-05",13
"ND","2015-06",7
"ND","2015-07",4
"ND","2015-08",4
"ND","2015-09",3
"ND","2015-10",6
"ND","2015-11",2
"ND","2015-12",1
"ND","2016-01",0
"ND","2016-02",1
"ND","2016-03",0
"ND","2016-04",0
"NE","2005-01",0
"NE","2005-02",5
"NE","2005-03",5
"NE","2005-04",9
"NE","2005-05",6
"NE","2005-06",6
"NE","2005-07",4
"NE","2005-08",7
"NE","2005-09",8
"NE","2005-10",6
"NE","2005-11",4
"NE","2005-12",4
"NE","2006-01",5
"NE","2006-02",4
"NE","2006-03",2
"NE","2006-04",8
"NE","2006-05",5
"NE","2006-06",8
"NE","2006-07",11
"NE","2006-08",8
"NE","2006-09",9
"NE","2006-10",4
"NE","2006-11",5
"NE","2006-12",5
"NE","2007-01",6
"NE","2007-02",5
"NE","2007-03",11
"NE","2007-04",6
"NE","2007-05",8
"NE","2007-06",7
"NE","2007-07",4
"NE","2007-08",9
"NE","2007-09",7
"NE","2007-10",8
"NE","2007-11",8
"NE","2007-12",2
"NE","2008-01",6
"NE","2008-02",6
"NE","2008-03",6
"NE","2008-04",5
"NE","2008-05",7
"NE","2008-06",7
"NE","2008-07",11
"NE","2008-08",8
"NE","2008-09",8
"NE","2008-10",10
"NE","2008-11",5
"NE","2008-12",2
"NE","2009-01",4
"NE","2009-02",8
"NE","2009-03",5
"NE","2009-04",8
"NE","2009-05",1
"NE","2009-06",6
"NE","2009-07",5
"NE","2009-08",5
"NE","2009-09",4
"NE","2009-10",6
"NE","2009-11",4
"NE","2009-12",1
"NE","2010-01",3
"NE","2010-02",2
"NE","2010-03",9
"NE","2010-04",2
"NE","2010-05",7
"NE","2010-06",8
"NE","2010-07",7
"NE","2010-08",4
"NE","2010-09",3
"NE","2010-10",3
"NE","2010-11",3
"NE","2010-12",4
"NE","2011-01",4
"NE","2011-02",3
"NE","2011-03",5
"NE","2011-04",5
"NE","2011-05",2
"NE","2011-06",4
"NE","2011-07",6
"NE","2011-08",2
"NE","2011-09",4
"NE","2011-10",7
"NE","2011-11",6
"NE","2011-12",1
"NE","2012-01",2
"NE","2012-02",4
"NE","2012-03",5
"NE","2012-04",5
"NE","2012-05",4
"NE","2012-06",8
"NE","2012-07",6
"NE","2012-08",9
"NE","2012-09",3
"NE","2012-10",9
"NE","2012-11",2
"NE","2012-12",3
"NE","2013-01",6
"NE","2013-02",2
"NE","2013-03",2
"NE","2013-04",4
"NE","2013-05",1
"NE","2013-06",8
"NE","2013-07",9
"NE","2013-08",6
"NE","2013-09",4
"NE","2013-10",3
"NE","2013-11",10
"NE","2013-12",4
"NE","2014-01",6
"NE","2014-02",4
"NE","2014-03",6
"NE","2014-04",9
"NE","2014-05",6
"NE","2014-06",2
"NE","2014-07",10
"NE","2014-08",6
"NE","2014-09",3
"NE","2014-10",4
"NE","2014-11",3
"NE","2014-12",4
"NE","2015-01",3
"NE","2015-02",7
"NE","2015-03",5
"NE","2015-04",4
"NE","2015-05",9
"NE","2015-06",8
"NE","2015-07",4
"NE","2015-08",8
"NE","2015-09",4
"NE","2015-10",4
"NE","2015-11",2
"NE","2015-12",2
"NE","2016-01",3
"NE","2016-02",2
"NE","2016-03",0
"NE","2016-04",0
"NH","2005-01",0
"NH","2005-02",1
"NH","2005-03",1
"NH","2005-04",1
"NH","2005-05",7
"NH","2005-06",3
"NH","2005-07",2
"NH","2005-08",4
"NH","2005-09",5
"NH","2005-10",0
"NH","2005-11",0
"NH","2005-12",3
"NH","2006-01",2
"NH","2006-02",2
"NH","2006-03",2
"NH","2006-04",3
"NH","2006-05",4
"NH","2006-06",2
"NH","2006-07",2
"NH","2006-08",4
"NH","2006-09",3
"NH","2006-10",2
"NH","2006-11",1
"NH","2006-12",0
"NH","2007-01",6
"NH","2007-02",5
"NH","2007-03",0
"NH","2007-04",2
"NH","2007-05",2
"NH","2007-06",2
"NH","2007-07",0
"NH","2007-08",6
"NH","2007-09",6
"NH","2007-10",7
"NH","2007-11",4
"NH","2007-12",2
"NH","2008-01",4
"NH","2008-02",0
"NH","2008-03",0
"NH","2008-04",3
"NH","2008-05",6
"NH","2008-06",1
"NH","2008-07",0
"NH","2008-08",3
"NH","2008-09",1
"NH","2008-10",0
"NH","2008-11",2
"NH","2008-12",2
"NH","2009-01",0
"NH","2009-02",1
"NH","2009-03",0
"NH","2009-04",2
"NH","2009-05",2
"NH","2009-06",5
"NH","2009-07",3
"NH","2009-08",7
"NH","2009-09",4
"NH","2009-10",2
"NH","2009-11",2
"NH","2009-12",2
"NH","2010-01",1
"NH","2010-02",2
"NH","2010-03",3
"NH","2010-04",0
"NH","2010-05",4
"NH","2010-06",2
"NH","2010-07",4
"NH","2010-08",3
"NH","2010-09",7
"NH","2010-10",4
"NH","2010-11",2
"NH","2010-12",1
"NH","2011-01",2
"NH","2011-02",2
"NH","2011-03",1
"NH","2011-04",4
"NH","2011-05",2
"NH","2011-06",5
"NH","2011-07",4
"NH","2011-08",3
"NH","2011-09",4
"NH","2011-10",1
"NH","2011-11",2
"NH","2011-12",1
"NH","2012-01",0
"NH","2012-02",1
"NH","2012-03",3
"NH","2012-04",6
"NH","2012-05",5
"NH","2012-06",3
"NH","2012-07",5
"NH","2012-08",4
"NH","2012-09",2
"NH","2012-10",1
"NH","2012-11",3
"NH","2012-12",2
"NH","2013-01",2
"NH","2013-02",1
"NH","2013-03",2
"NH","2013-04",4
"NH","2013-05",5
"NH","2013-06",4
"NH","2013-07",5
"NH","2013-08",7
"NH","2013-09",1
"NH","2013-10",3
"NH","2013-11",3
"NH","2013-12",4
"NH","2014-01",1
"NH","2014-02",3
"NH","2014-03",3
"NH","2014-04",4
"NH","2014-05",5
"NH","2014-06",6
"NH","2014-07",2
"NH","2014-08",6
"NH","2014-09",3
"NH","2014-10",4
"NH","2014-11",3
"NH","2014-12",1
"NH","2015-01",2
"NH","2015-02",1
"NH","2015-03",8
"NH","2015-04",3
"NH","2015-05",3
"NH","2015-06",4
"NH","2015-07",1
"NH","2015-08",6
"NH","2015-09",1
"NH","2015-10",4
"NH","2015-11",2
"NH","2015-12",2
"NH","2016-01",4
"NH","2016-02",4
"NH","2016-03",1
"NH","2016-04",0
"NJ","2005-01",0
"NJ","2005-02",21
"NJ","2005-03",32
"NJ","2005-04",38
"NJ","2005-05",32
"NJ","2005-06",46
"NJ","2005-07",47
"NJ","2005-08",44
"NJ","2005-09",43
"NJ","2005-10",38
"NJ","2005-11",36
"NJ","2005-12",26
"NJ","2006-01",31
"NJ","2006-02",38
"NJ","2006-03",54
"NJ","2006-04",30
"NJ","2006-05",57
"NJ","2006-06",45
"NJ","2006-07",36
"NJ","2006-08",50
"NJ","2006-09",39
"NJ","2006-10",40
"NJ","2006-11",36
"NJ","2006-12",24
"NJ","2007-01",29
"NJ","2007-02",27
"NJ","2007-03",38
"NJ","2007-04",34
"NJ","2007-05",37
"NJ","2007-06",36
"NJ","2007-07",42
"NJ","2007-08",29
"NJ","2007-09",25
"NJ","2007-10",33
"NJ","2007-11",37
"NJ","2007-12",27
"NJ","2008-01",29
"NJ","2008-02",25
"NJ","2008-03",32
"NJ","2008-04",23
"NJ","2008-05",27
"NJ","2008-06",58
"NJ","2008-07",40
"NJ","2008-08",42
"NJ","2008-09",42
"NJ","2008-10",28
"NJ","2008-11",21
"NJ","2008-12",28
"NJ","2009-01",13
"NJ","2009-02",19
"NJ","2009-03",29
"NJ","2009-04",21
"NJ","2009-05",26
"NJ","2009-06",36
"NJ","2009-07",39
"NJ","2009-08",37
"NJ","2009-09",33
"NJ","2009-10",30
"NJ","2009-11",25
"NJ","2009-12",26
"NJ","2010-01",22
"NJ","2010-02",30
"NJ","2010-03",28
"NJ","2010-04",20
"NJ","2010-05",29
"NJ","2010-06",26
"NJ","2010-07",40
"NJ","2010-08",45
"NJ","2010-09",31
"NJ","2010-10",31
"NJ","2010-11",25
"NJ","2010-12",16
"NJ","2011-01",10
"NJ","2011-02",25
"NJ","2011-03",35
"NJ","2011-04",24
"NJ","2011-05",25
"NJ","2011-06",48
"NJ","2011-07",35
"NJ","2011-08",28
"NJ","2011-09",34
"NJ","2011-10",38
"NJ","2011-11",33
"NJ","2011-12",24
"NJ","2012-01",33
"NJ","2012-02",26
"NJ","2012-03",36
"NJ","2012-04",31
"NJ","2012-05",38
"NJ","2012-06",27
"NJ","2012-07",44
"NJ","2012-08",41
"NJ","2012-09",36
"NJ","2012-10",29
"NJ","2012-11",23
"NJ","2012-12",13
"NJ","2013-01",25
"NJ","2013-02",26
"NJ","2013-03",39
"NJ","2013-04",38
"NJ","2013-05",38
"NJ","2013-06",41
"NJ","2013-07",36
"NJ","2013-08",43
"NJ","2013-09",44
"NJ","2013-10",38
"NJ","2013-11",31
"NJ","2013-12",30
"NJ","2014-01",23
"NJ","2014-02",24
"NJ","2014-03",24
"NJ","2014-04",33
"NJ","2014-05",36
"NJ","2014-06",32
"NJ","2014-07",46
"NJ","2014-08",29
"NJ","2014-09",33
"NJ","2014-10",33
"NJ","2014-11",34
"NJ","2014-12",29
"NJ","2015-01",22
"NJ","2015-02",22
"NJ","2015-03",39
"NJ","2015-04",31
"NJ","2015-05",33
"NJ","2015-06",34
"NJ","2015-07",59
"NJ","2015-08",42
"NJ","2015-09",38
"NJ","2015-10",52
"NJ","2015-11",42
"NJ","2015-12",23
"NJ","2016-01",27
"NJ","2016-02",8
"NJ","2016-03",1
"NJ","2016-04",0
"NM","2005-01",0
"NM","2005-02",5
"NM","2005-03",6
"NM","2005-04",2
"NM","2005-05",5
"NM","2005-06",7
"NM","2005-07",7
"NM","2005-08",7
"NM","2005-09",6
"NM","2005-10",6
"NM","2005-11",6
"NM","2005-12",12
"NM","2006-01",8
"NM","2006-02",3
"NM","2006-03",5
"NM","2006-04",3
"NM","2006-05",8
"NM","2006-06",7
"NM","2006-07",3
