"State","Year.Month","Report.Number"
"DE","2007-04",3
"DE","2007-05",2
"DE","2007-06",3
"DE","2007-07",2
"DE","2007-08",7
"DE","2007-09",2
"DE","2007-10",1
"DE","2007-11",1
"DE","2007-12",2
"DE","2008-01",0
"DE","2008-02",3
"DE","2008-03",0
"DE","2008-04",0
"DE","2008-05",2
"DE","2008-06",1
"DE","2008-07",1
"DE","2008-08",1
"DE","2008-09",1
"DE","2008-10",2
"DE","2008-11",2
"DE","2008-12",0
"DE","2009-01",1
"DE","2009-02",1
"DE","2009-03",0
"DE","2009-04",2
"DE","2009-05",4
"DE","2009-06",0
"DE","2009-07",1
"DE","2009-08",0
"DE","2009-09",0
"DE","2009-10",1
"DE","2009-11",0
"DE","2009-12",0
"DE","2010-01",0
"DE","2010-02",0
"DE","2010-03",1
"DE","2010-04",5
"DE","2010-05",1
"DE","2010-06",2
"DE","2010-07",1
"DE","2010-08",1
"DE","2010-09",1
"DE","2010-10",0
"DE","2010-11",1
"DE","2010-12",0
"DE","2011-01",0
"DE","2011-02",0
"DE","2011-03",2
"DE","2011-04",1
"DE","2011-05",3
"DE","2011-06",2
"DE","2011-07",0
"DE","2011-08",0
"DE","2011-09",1
"DE","2011-10",2
"DE","2011-11",0
"DE","2011-12",3
"DE","2012-01",0
"DE","2012-02",4
"DE","2012-03",2
"DE","2012-04",1
"DE","2012-05",1
"DE","2012-06",1
"DE","2012-07",2
"DE","2012-08",1
"DE","2012-09",1
"DE","2012-10",2
"DE","2012-11",0
"DE","2012-12",2
"DE","2013-01",0
"DE","2013-02",1
"DE","2013-03",0
"DE","2013-04",1
"DE","2013-05",0
"DE","2013-06",3
"DE","2013-07",1
"DE","2013-08",4
"DE","2013-09",1
"DE","2013-10",1
"DE","2013-11",0
"DE","2013-12",0
"DE","2014-01",2
"DE","2014-02",2
"DE","2014-03",0
"DE","2014-04",1
"DE","2014-05",1
"DE","2014-06",2
"DE","2014-07",1
"DE","2014-08",1
"DE","2014-09",3
"DE","2014-10",1
"DE","2014-11",1
"DE","2014-12",2
"DE","2015-01",0
"DE","2015-02",3
"DE","2015-03",2
"DE","2015-04",4
"DE","2015-05",0
"DE","2015-06",1
"DE","2015-07",3
"DE","2015-08",2
"DE","2015-09",3
"DE","2015-10",1
"DE","2015-11",1
"DE","2015-12",0
"DE","2016-01",0
"DE","2016-02",0
"DE","2016-03",0
"DE","2016-04",0
"FL","2005-01",0
"FL","2005-02",48
"FL","2005-03",62
"FL","2005-04",42
"FL","2005-05",37
"FL","2005-06",63
"FL","2005-07",46
"FL","2005-08",68
"FL","2005-09",57
"FL","2005-10",58
"FL","2005-11",44
"FL","2005-12",51
"FL","2006-01",50
"FL","2006-02",48
"FL","2006-03",71
"FL","2006-04",54
"FL","2006-05",86
"FL","2006-06",81
"FL","2006-07",76
"FL","2006-08",71
"FL","2006-09",64
"FL","2006-10",48
"FL","2006-11",57
"FL","2006-12",59
"FL","2007-01",50
"FL","2007-02",43
"FL","2007-03",75
"FL","2007-04",80
"FL","2007-05",68
"FL","2007-06",75
"FL","2007-07",74
"FL","2007-08",77
"FL","2007-09",62
"FL","2007-10",68
"FL","2007-11",58
"FL","2007-12",43
"FL","2008-01",50
"FL","2008-02",59
"FL","2008-03",49
"FL","2008-04",66
"FL","2008-05",66
"FL","2008-06",55
"FL","2008-07",61
"FL","2008-08",48
"FL","2008-09",50
"FL","2008-10",63
"FL","2008-11",30
"FL","2008-12",39
"FL","2009-01",50
"FL","2009-02",52
"FL","2009-03",44
"FL","2009-04",49
"FL","2009-05",44
"FL","2009-06",62
"FL","2009-07",54
"FL","2009-08",49
"FL","2009-09",62
"FL","2009-10",48
"FL","2009-11",40
"FL","2009-12",45
"FL","2010-01",41
"FL","2010-02",34
"FL","2010-03",42
"FL","2010-04",45
"FL","2010-05",55
"FL","2010-06",53
"FL","2010-07",51
"FL","2010-08",58
"FL","2010-09",61
"FL","2010-10",49
"FL","2010-11",42
"FL","2010-12",39
"FL","2011-01",44
"FL","2011-02",42
"FL","2011-03",55
"FL","2011-04",45
"FL","2011-05",50
"FL","2011-06",60
"FL","2011-07",67
"FL","2011-08",92
"FL","2011-09",53
"FL","2011-10",46
"FL","2011-11",45
"FL","2011-12",42
"FL","2012-01",44
"FL","2012-02",50
"FL","2012-03",61
"FL","2012-04",55
"FL","2012-05",73
"FL","2012-06",65
"FL","2012-07",77
"FL","2012-08",70
"FL","2012-09",49
"FL","2012-10",64
"FL","2012-11",43
"FL","2012-12",51
"FL","2013-01",67
"FL","2013-02",47
"FL","2013-03",54
"FL","2013-04",54
"FL","2013-05",53
"FL","2013-06",59
"FL","2013-07",62
"FL","2013-08",79
"FL","2013-09",54
"FL","2013-10",57
"FL","2013-11",53
"FL","2013-12",35
"FL","2014-01",54
"FL","2014-02",56
"FL","2014-03",53
"FL","2014-04",48
"FL","2014-05",62
"FL","2014-06",57
"FL","2014-07",75
"FL","2014-08",74
"FL","2014-09",59
"FL","2014-10",85
"FL","2014-11",49
"FL","2014-12",50
"FL","2015-01",58
"FL","2015-02",41
"FL","2015-03",50
"FL","2015-04",56
"FL","2015-05",51
"FL","2015-06",57
"FL","2015-07",64
"FL","2015-08",67
"FL","2015-09",54
"FL","2015-10",46
"FL","2015-11",49
"FL","2015-12",69
"FL","2016-01",63
"FL","2016-02",17
"FL","2016-03",1
"FL","2016-04",0
"FM","2005-01",0
"FM","2005-02",0
"FM","2005-03",0
"FM","2005-04",0
"FM","2005-05",0
"FM","2005-06",0
"FM","2005-07",0
"FM","2005-08",0
"FM","2005-09",0
"FM","2005-10",0
"FM","2005-11",0
"FM","2005-12",0
"FM","2006-01",0
"FM","2006-02",0
"FM","2006-03",0
"FM","2006-04",0
"FM","2006-05",0
"FM","2006-06",0
"FM","2006-07",0
"FM","2006-08",0
"FM","2006-09",0
"FM","2006-10",0
"FM","2006-11",0
"FM","2006-12",0
"FM","2007-01",0
"FM","2007-02",0
"FM","2007-03",0
"FM","2007-04",0
"FM","2007-05",0
"FM","2007-06",0
"FM","2007-07",0
"FM","2007-08",0
"FM","2007-09",0
"FM","2007-10",0
"FM","2007-11",0
"FM","2007-12",0
"FM","2008-01",0
"FM","2008-02",0
"FM","2008-03",0
"FM","2008-04",0
"FM","2008-05",0
"FM","2008-06",0
"FM","2008-07",0
"FM","2008-08",0
"FM","2008-09",0
"FM","2008-10",0
"FM","2008-11",0
"FM","2008-12",0
"FM","2009-01",0
"FM","2009-02",0
"FM","2009-03",0
"FM","2009-04",0
"FM","2009-05",0
"FM","2009-06",0
"FM","2009-07",0
"FM","2009-08",0
"FM","2009-09",0
"FM","2009-10",0
"FM","2009-11",0
"FM","2009-12",0
"FM","2010-01",0
"FM","2010-02",0
"FM","2010-03",0
"FM","2010-04",0
"FM","2010-05",0
"FM","2010-06",0
"FM","2010-07",0
"FM","2010-08",0
"FM","2010-09",0
"FM","2010-10",0
"FM","2010-11",0
"FM","2010-12",0
"FM","2011-01",0
"FM","2011-02",0
"FM","2011-03",0
"FM","2011-04",0
"FM","2011-05",0
"FM","2011-06",0
"FM","2011-07",0
"FM","2011-08",0
"FM","2011-09",0
"FM","2011-10",0
"FM","2011-11",0
"FM","2011-12",0
"FM","2012-01",0
"FM","2012-02",0
"FM","2012-03",0
"FM","2012-04",0
"FM","2012-05",0
"FM","2012-06",0
"FM","2012-07",0
"FM","2012-08",0
"FM","2012-09",0
"FM","2012-10",0
"FM","2012-11",0
"FM","2012-12",0
"FM","2013-01",0
"FM","2013-02",0
"FM","2013-03",0
"FM","2013-04",0
"FM","2013-05",0
"FM","2013-06",0
"FM","2013-07",0
"FM","2013-08",0
"FM","2013-09",0
"FM","2013-10",0
"FM","2013-11",0
"FM","2013-12",0
"FM","2014-01",0
"FM","2014-02",0
"FM","2014-03",0
"FM","2014-04",0
"FM","2014-05",0
"FM","2014-06",0
"FM","2014-07",0
"FM","2014-08",0
"FM","2014-09",0
"FM","2014-10",0
"FM","2014-11",0
"FM","2014-12",0
"FM","2015-01",0
"FM","2015-02",0
"FM","2015-03",0
"FM","2015-04",0
"FM","2015-05",0
"FM","2015-06",0
"FM","2015-07",0
"FM","2015-08",0
"FM","2015-09",0
"FM","2015-10",0
"FM","2015-11",0
"FM","2015-12",0
"FM","2016-01",0
"FM","2016-02",0
"FM","2016-03",0
"FM","2016-04",0
"GA","2005-01",0
"GA","2005-02",26
"GA","2005-03",40
"GA","2005-04",31
"GA","2005-05",35
"GA","2005-06",34
"GA","2005-07",51
"GA","2005-08",58
"GA","2005-09",46
"GA","2005-10",37
"GA","2005-11",25
"GA","2005-12",26
"GA","2006-01",35
"GA","2006-02",39
"GA","2006-03",59
"GA","2006-04",41
"GA","2006-05",46
"GA","2006-06",54
"GA","2006-07",50
"GA","2006-08",38
"GA","2006-09",47
"GA","2006-10",47
"GA","2006-11",50
"GA","2006-12",33
"GA","2007-01",34
"GA","2007-02",37
"GA","2007-03",86
"GA","2007-04",42
"GA","2007-05",54
"GA","2007-06",49
"GA","2007-07",60
"GA","2007-08",52
"GA","2007-09",45
"GA","2007-10",41
"GA","2007-11",36
"GA","2007-12",32
"GA","2008-01",37
"GA","2008-02",31
"GA","2008-03",48
"GA","2008-04",47
"GA","2008-05",47
"GA","2008-06",40
"GA","2008-07",48
"GA","2008-08",36
"GA","2008-09",46
"GA","2008-10",35
"GA","2008-11",35
"GA","2008-12",23
"GA","2009-01",28
"GA","2009-02",33
"GA","2009-03",36
"GA","2009-04",24
"GA","2009-05",33
"GA","2009-06",43
"GA","2009-07",53
"GA","2009-08",37
"GA","2009-09",47
"GA","2009-10",27
"GA","2009-11",32
"GA","2009-12",29
"GA","2010-01",25
"GA","2010-02",27
"GA","2010-03",23
"GA","2010-04",32
"GA","2010-05",38
"GA","2010-06",43
"GA","2010-07",46
"GA","2010-08",61
"GA","2010-09",35
"GA","2010-10",47
"GA","2010-11",30
"GA","2010-12",25
"GA","2011-01",31
"GA","2011-02",36
"GA","2011-03",43
"GA","2011-04",50
"GA","2011-05",39
"GA","2011-06",40
"GA","2011-07",52
"GA","2011-08",42
"GA","2011-09",44
"GA","2011-10",42
"GA","2011-11",23
"GA","2011-12",22
"GA","2012-01",28
"GA","2012-02",35
"GA","2012-03",38
"GA","2012-04",55
"GA","2012-05",62
"GA","2012-06",44
"GA","2012-07",60
"GA","2012-08",43
"GA","2012-09",55
"GA","2012-10",51
"GA","2012-11",41
"GA","2012-12",22
"GA","2013-01",39
"GA","2013-02",27
"GA","2013-03",42
"GA","2013-04",52
"GA","2013-05",69
"GA","2013-06",49
"GA","2013-07",63
"GA","2013-08",69
"GA","2013-09",60
"GA","2013-10",49
"GA","2013-11",40
"GA","2013-12",24
"GA","2014-01",41
"GA","2014-02",43
"GA","2014-03",48
"GA","2014-04",51
"GA","2014-05",57
"GA","2014-06",46
"GA","2014-07",72
"GA","2014-08",54
"GA","2014-09",80
"GA","2014-10",56
"GA","2014-11",37
"GA","2014-12",29
"GA","2015-01",34
"GA","2015-02",31
"GA","2015-03",54
"GA","2015-04",41
"GA","2015-05",47
"GA","2015-06",48
"GA","2015-07",56
"GA","2015-08",56
"GA","2015-09",60
"GA","2015-10",64
"GA","2015-11",70
"GA","2015-12",59
"GA","2016-01",49
"GA","2016-02",18
"GA","2016-03",0
"GA","2016-04",0
"GU","2005-01",0
"GU","2005-02",2
"GU","2005-03",0
"GU","2005-04",0
"GU","2005-05",0
"GU","2005-06",0
"GU","2005-07",0
"GU","2005-08",0
"GU","2005-09",0
"GU","2005-10",0
"GU","2005-11",0
"GU","2005-12",5
"GU","2006-01",0
"GU","2006-02",0
"GU","2006-03",0
"GU","2006-04",0
"GU","2006-05",0
"GU","2006-06",0
"GU","2006-07",0
"GU","2006-08",0
"GU","2006-09",0
"GU","2006-10",0
"GU","2006-11",0
"GU","2006-12",0
"GU","2007-01",0
"GU","2007-02",0
"GU","2007-03",0
"GU","2007-04",0
"GU","2007-05",0
"GU","2007-06",0
"GU","2007-07",1
"GU","2007-08",0
"GU","2007-09",1
"GU","2007-10",0
"GU","2007-11",0
"GU","2007-12",0
"GU","2008-01",0
"GU","2008-02",0
"GU","2008-03",0
"GU","2008-04",0
"GU","2008-05",0
"GU","2008-06",0
"GU","2008-07",0
"GU","2008-08",0
"GU","2008-09",0
"GU","2008-10",0
"GU","2008-11",0
"GU","2008-12",0
"GU","2009-01",0
"GU","2009-02",0
"GU","2009-03",0
"GU","2009-04",0
"GU","2009-05",0
"GU","2009-06",0
"GU","2009-07",0
"GU","2009-08",0
"GU","2009-09",1
"GU","2009-10",0
"GU","2009-11",0
"GU","2009-12",0
"GU","2010-01",0
"GU","2010-02",0
"GU","2010-03",0
"GU","2010-04",0
"GU","2010-05",0
"GU","2010-06",0
"GU","2010-07",0
"GU","2010-08",0
"GU","2010-09",0
"GU","2010-10",0
"GU","2010-11",0
"GU","2010-12",0
"GU","2011-01",0
"GU","2011-02",0
"GU","2011-03",0
"GU","2011-04",0
"GU","2011-05",0
"GU","2011-06",0
"GU","2011-07",0
"GU","2011-08",1
"GU","2011-09",0
"GU","2011-10",0
"GU","2011-11",0
"GU","2011-12",0
"GU","2012-01",0
"GU","2012-02",0
"GU","2012-03",0
"GU","2012-04",0
"GU","2012-05",0
"GU","2012-06",0
"GU","2012-07",0
"GU","2012-08",0
"GU","2012-09",0
"GU","2012-10",0
"GU","2012-11",0
"GU","2012-12",0
"GU","2013-01",0
"GU","2013-02",0
"GU","2013-03",0
"GU","2013-04",0
"GU","2013-05",0
"GU","2013-06",0
"GU","2013-07",0
"GU","2013-08",0
"GU","2013-09",0
"GU","2013-10",0
"GU","2013-11",0
"GU","2013-12",0
"GU","2014-01",0
"GU","2014-02",0
"GU","2014-03",0
"GU","2014-04",0
"GU","2014-05",0
"GU","2014-06",0
"GU","2014-07",0
"GU","2014-08",0
"GU","2014-09",0
"GU","2014-10",0
"GU","2014-11",0
"GU","2014-12",0
"GU","2015-01",0
"GU","2015-02",0
"GU","2015-03",0
"GU","2015-04",0
"GU","2015-05",0
"GU","2015-06",0
"GU","2015-07",0
"GU","2015-08",0
"GU","2015-09",1
"GU","2015-10",0
"GU","2015-11",0
"GU","2015-12",0
"GU","2016-01",0
"GU","2016-02",0
"GU","2016-03",0
"GU","2016-04",0
"HI","2005-01",0
"HI","2005-02",0
"HI","2005-03",2
"HI","2005-04",2
"HI","2005-05",1
"HI","2005-06",2
"HI","2005-07",2
"HI","2005-08",0
"HI","2005-09",1
"HI","2005-10",1
"HI","2005-11",1
"HI","2005-12",0
"HI","2006-01",1
"HI","2006-02",0
"HI","2006-03",0
"HI","2006-04",0
"HI","2006-05",1
"HI","2006-06",1
"HI","2006-07",0
"HI","2006-08",4
"HI","2006-09",2
"HI","2006-10",1
"HI","2006-11",0
"HI","2006-12",1
"HI","2007-01",1
"HI","2007-02",1
"HI","2007-03",1
"HI","2007-04",3
"HI","2007-05",2
"HI","2007-06",0
"HI","2007-07",1
"HI","2007-08",3
"HI","2007-09",1
"HI","2007-10",2
"HI","2007-11",0
"HI","2007-12",0
"HI","2008-01",0
"HI","2008-02",3
"HI","2008-03",2
"HI","2008-04",1
"HI","2008-05",3
"HI","2008-06",0
"HI","2008-07",0
"HI","2008-08",0
"HI","2008-09",3
"HI","2008-10",2
"HI","2008-11",5
"HI","2008-12",1
"HI","2009-01",1
"HI","2009-02",1
"HI","2009-03",2
"HI","2009-04",3
"HI","2009-05",1
"HI","2009-06",3
"HI","2009-07",2
"HI","2009-08",1
"HI","2009-09",1
"HI","2009-10",1
"HI","2009-11",0
"HI","2009-12",1
"HI","2010-01",2
"HI","2010-02",0
"HI","2010-03",0
"HI","2010-04",6
"HI","2010-05",1
"HI","2010-06",0
"HI","2010-07",4
"HI","2010-08",1
"HI","2010-09",1
"HI","2010-10",2
"HI","2010-11",0
"HI","2010-12",0
"HI","2011-01",1
"HI","2011-02",0
"HI","2011-03",3
"HI","2011-04",0
"HI","2011-05",0
"HI","2011-06",1
"HI","2011-07",0
"HI","2011-08",1
"HI","2011-09",1
"HI","2011-10",1
"HI","2011-11",0
"HI","2011-12",2
"HI","2012-01",1
"HI","2012-02",0
"HI","2012-03",2
"HI","2012-04",0
"HI","2012-05",2
"HI","2012-06",4
"HI","2012-07",0
"HI","2012-08",1
"HI","2012-09",0
"HI","2012-10",0
"HI","2012-11",1
"HI","2012-12",1
"HI","2013-01",1
"HI","2013-02",0
"HI","2013-03",0
"HI","2013-04",4
"HI","2013-05",1
"HI","2013-06",0
"HI","2013-07",0
"HI","2013-08",0
"HI","2013-09",0
"HI","2013-10",0
"HI","2013-11",3
"HI","2013-12",0
"HI","2014-01",1
"HI","2014-02",2
"HI","2014-03",2
"HI","2014-04",2
"HI","2014-05",0
"HI","2014-06",0
"HI","2014-07",1
"HI","2014-08",0
"HI","2014-09",0
"HI","2014-10",2
"HI","2014-11",1
"HI","2014-12",0
"HI","2015-01",1
"HI","2015-02",0
"HI","2015-03",1
"HI","2015-04",2
"HI","2015-05",2
"HI","2015-06",2
"HI","2015-07",0
"HI","2015-08",0
"HI","2015-09",1
"HI","2015-10",0
"HI","2015-11",0
"HI","2015-12",1
"HI","2016-01",1
"HI","2016-02",0
"HI","2016-03",0
"HI","2016-04",0
"IA","2005-01",0
"IA","2005-02",14
"IA","2005-03",15
"IA","2005-04",13
"IA","2005-05",15
"IA","2005-06",18
"IA","2005-07",18
"IA","2005-08",17
"IA","2005-09",16
"IA","2005-10",16
"IA","2005-11",18
"IA","2005-12",10
"IA","2006-01",16
"IA","2006-02",14
"IA","2006-03",12
"IA","2006-04",20
"IA","2006-05",25
"IA","2006-06",17
"IA","2006-07",14
"IA","2006-08",21
"IA","2006-09",18
"IA","2006-10",13
"IA","2006-11",17
"IA","2006-12",11
"IA","2007-01",10
"IA","2007-02",17
"IA","2007-03",18
"IA","2007-04",19
"IA","2007-05",21
"IA","2007-06",17
"IA","2007-07",16
"IA","2007-08",21
"IA","2007-09",13
"IA","2007-10",17
"IA","2007-11",13
"IA","2007-12",9
"IA","2008-01",10
"IA","2008-02",8
"IA","2008-03",11
"IA","2008-04",9
"IA","2008-05",9
"IA","2008-06",8
"IA","2008-07",16
"IA","2008-08",14
"IA","2008-09",17
"IA","2008-10",13
"IA","2008-11",15
"IA","2008-12",9
"IA","2009-01",14
"IA","2009-02",13
"IA","2009-03",11
"IA","2009-04",12
"IA","2009-05",13
"IA","2009-06",17
"IA","2009-07",12
"IA","2009-08",11
"IA","2009-09",15
"IA","2009-10",9
"IA","2009-11",6
"IA","2009-12",9
"IA","2010-01",7
"IA","2010-02",9
"IA","2010-03",10
"IA","2010-04",13
"IA","2010-05",14
"IA","2010-06",9
"IA","2010-07",13
"IA","2010-08",19
"IA","2010-09",7
"IA","2010-10",9
"IA","2010-11",12
"IA","2010-12",6
"IA","2011-01",8
"IA","2011-02",8
"IA","2011-03",10
"IA","2011-04",13
"IA","2011-05",13
"IA","2011-06",16
"IA","2011-07",13
"IA","2011-08",12
"IA","2011-09",13
"IA","2011-10",15
"IA","2011-11",5
"IA","2011-12",11
"IA","2012-01",12
"IA","2012-02",9
"IA","2012-03",19
"IA","2012-04",25
"IA","2012-05",12
"IA","2012-06",8
"IA","2012-07",15
"IA","2012-08",15
"IA","2012-09",8
"IA","2012-10",15
"IA","2012-11",13
"IA","2012-12",17
"IA","2013-01",16
"IA","2013-02",18
"IA","2013-03",9
"IA","2013-04",15
"IA","2013-05",12
"IA","2013-06",7
"IA","2013-07",14
"IA","2013-08",17
"IA","2013-09",14
"IA","2013-10",20
"IA","2013-11",15
"IA","2013-12",9
"IA","2014-01",14
"IA","2014-02",11
"IA","2014-03",14
"IA","2014-04",16
"IA","2014-05",16
"IA","2014-06",15
"IA","2014-07",12
"IA","2014-08",17
"IA","2014-09",11
"IA","2014-10",16
"IA","2014-11",10
"IA","2014-12",11
"IA","2015-01",9
"IA","2015-02",21
"IA","2015-03",6
"IA","2015-04",23
"IA","2015-05",11
"IA","2015-06",12
"IA","2015-07",14
"IA","2015-08",16
"IA","2015-09",12
"IA","2015-10",20
"IA","2015-11",11
"IA","2015-12",7
"IA","2016-01",9
"IA","2016-02",8
"IA","2016-03",0
"IA","2016-04",0
"ID","2005-01",0
"ID","2005-02",3
"ID","2005-03",6
"ID","2005-04",2
"ID","2005-05",3
"ID","2005-06",4
"ID","2005-07",0
"ID","2005-08",7
"ID","2005-09",1
"ID","2005-10",4
"ID","2005-11",0
"ID","2005-12",2
"ID","2006-01",1
"ID","2006-02",5
"ID","2006-03",8
"ID","2006-04",4
"ID","2006-05",7
"ID","2006-06",16
"ID","2006-07",7
"ID","2006-08",9
"ID","2006-09",2
"ID","2006-10",5
"ID","2006-11",5
"ID","2006-12",4
"ID","2007-01",5
"ID","2007-02",4
"ID","2007-03",9
"ID","2007-04",6
"ID","2007-05",8
"ID","2007-06",5
"ID","2007-07",2
"ID","2007-08",9
"ID","2007-09",12
"ID","2007-10",9
"ID","2007-11",6
"ID","2007-12",3
"ID","2008-01",6
"ID","2008-02",3
"ID","2008-03",8
"ID","2008-04",6
"ID","2008-05",6
"ID","2008-06",10
"ID","2008-07",5
"ID","2008-08",7
"ID","2008-09",7
"ID","2008-10",6
"ID","2008-11",1
"ID","2008-12",5
"ID","2009-01",2
"ID","2009-02",2
"ID","2009-03",3
"ID","2009-04",4
"ID","2009-05",3
"ID","2009-06",3
"ID","2009-07",8
"ID","2009-08",8
"ID","2009-09",3
"ID","2009-10",5
"ID","2009-11",1
"ID","2009-12",4
"ID","2010-01",6
"ID","2010-02",2
"ID","2010-03",6
"ID","2010-04",3
"ID","2010-05",4
"ID","2010-06",7
"ID","2010-07",4
"ID","2010-08",8
"ID","2010-09",4
"ID","2010-10",4
"ID","2010-11",1
"ID","2010-12",2
"ID","2011-01",5
"ID","2011-02",5
"ID","2011-03",5
"ID","2011-04",5
"ID","2011-05",6
"ID","2011-06",5
"ID","2011-07",8
"ID","2011-08",6
"ID","2011-09",5
"ID","2011-10",5
"ID","2011-11",3
"ID","2011-12",4
"ID","2012-01",1
"ID","2012-02",2
"ID","2012-03",7
"ID","2012-04",1
"ID","2012-05",2
"ID","2012-06",3
"ID","2012-07",2
"ID","2012-08",5
"ID","2012-09",5
"ID","2012-10",1
"ID","2012-11",1
"ID","2012-12",2
"ID","2013-01",6
"ID","2013-02",2
"ID","2013-03",4
"ID","2013-04",3
"ID","2013-05",3
"ID","2013-06",1
"ID","2013-07",3
"ID","2013-08",5
"ID","2013-09",1
"ID","2013-10",2
"ID","2013-11",0
"ID","2013-12",3
"ID","2014-01",0
"ID","2014-02",3
"ID","2014-03",1
"ID","2014-04",1
"ID","2014-05",4
"ID","2014-06",3
"ID","2014-07",3
"ID","2014-08",6
"ID","2014-09",5
"ID","2014-10",4
"ID","2014-11",4
"ID","2014-12",3
"ID","2015-01",3
"ID","2015-02",4
"ID","2015-03",3
"ID","2015-04",5
"ID","2015-05",1
"ID","2015-06",4
"ID","2015-07",2
"ID","2015-08",2
"ID","2015-09",3
"ID","2015-10",3
"ID","2015-11",1
"ID","2015-12",2
"ID","2016-01",2
"ID","2016-02",1
"ID","2016-03",0
"ID","2016-04",0
"IL","2005-01",0
"IL","2005-02",71
"IL","2005-03",79
"IL","2005-04",69
"IL","2005-05",92
"IL","2005-06",108
"IL","2005-07",98
"IL","2005-08",113
"IL","2005-09",112
"IL","2005-10",88
"IL","2005-11",87
"IL","2005-12",76
"IL","2006-01",92
"IL","2006-02",85
"IL","2006-03",135
"IL","2006-04",146
"IL","2006-05",156
"IL","2006-06",142
"IL","2006-07",124
"IL","2006-08",133
"IL","2006-09",138
"IL","2006-10",136
"IL","2006-11",129
"IL","2006-12",68
"IL","2007-01",87
"IL","2007-02",89
"IL","2007-03",93
"IL","2007-04",107
"IL","2007-05",157
"IL","2007-06",138
"IL","2007-07",113
"IL","2007-08",147
"IL","2007-09",102
"IL","2007-10",118
"IL","2007-11",97
"IL","2007-12",67
"IL","2008-01",92
"IL","2008-02",90
"IL","2008-03",77
"IL","2008-04",96
"IL","2008-05",94
"IL","2008-06",122
"IL","2008-07",140
"IL","2008-08",117
"IL","2008-09",109
"IL","2008-10",90
"IL","2008-11",63
"IL","2008-12",64
"IL","2009-01",87
"IL","2009-02",77
"IL","2009-03",106
"IL","2009-04",96
"IL","2009-05",103
"IL","2009-06",123
"IL","2009-07",116
"IL","2009-08",120
"IL","2009-09",107
"IL","2009-10",97
"IL","2009-11",89
"IL","2009-12",70
"IL","2010-01",81
"IL","2010-02",62
"IL","2010-03",88
"IL","2010-04",100
"IL","2010-05",98
"IL","2010-06",126
"IL","2010-07",144
"IL","2010-08",141
"IL","2010-09",126
"IL","2010-10",96
"IL","2010-11",71
"IL","2010-12",81
"IL","2011-01",82
"IL","2011-02",63
"IL","2011-03",116
"IL","2011-04",95
"IL","2011-05",102
"IL","2011-06",118
"IL","2011-07",113
"IL","2011-08",126
"IL","2011-09",102
"IL","2011-10",97
"IL","2011-11",83
"IL","2011-12",75
"IL","2012-01",48
"IL","2012-02",55
"IL","2012-03",104
"IL","2012-04",108
"IL","2012-05",132
"IL","2012-06",141
"IL","2012-07",117
"IL","2012-08",116
"IL","2012-09",106
"IL","2012-10",83
"IL","2012-11",90
"IL","2012-12",70
"IL","2013-01",93
"IL","2013-02",65
"IL","2013-03",76
"IL","2013-04",125
"IL","2013-05",125
"IL","2013-06",121
"IL","2013-07",155
"IL","2013-08",142
"IL","2013-09",119
"IL","2013-10",115
"IL","2013-11",79
"IL","2013-12",82
"IL","2014-01",83
"IL","2014-02",78
"IL","2014-03",89
"IL","2014-04",97
"IL","2014-05",149
"IL","2014-06",127
"IL","2014-07",129
"IL","2014-08",147
"IL","2014-09",137
"IL","2014-10",121
"IL","2014-11",115
"IL","2014-12",76
"IL","2015-01",90
"IL","2015-02",79
"IL","2015-03",130
"IL","2015-04",114
"IL","2015-05",94
"IL","2015-06",156
"IL","2015-07",147
"IL","2015-08",137
"IL","2015-09",153
"IL","2015-10",120
"IL","2015-11",107
"IL","2015-12",104
"IL","2016-01",91
"IL","2016-02",57
"IL","2016-03",1
"IL","2016-04",0
"IN","2005-01",0
"IN","2005-02",24
"IN","2005-03",26
"IN","2005-04",26
"IN","2005-05",28
"IN","2005-06",40
"IN","2005-07",43
"IN","2005-08",45
"IN","2005-09",25
"IN","2005-10",20
"IN","2005-11",20
"IN","2005-12",24
"IN","2006-01",32
"IN","2006-02",43
"IN","2006-03",38
"IN","2006-04",38
"IN","2006-05",47
"IN","2006-06",39
"IN","2006-07",51
"IN","2006-08",60
"IN","2006-09",52
"IN","2006-10",43
"IN","2006-11",39
"IN","2006-12",30
"IN","2007-01",36
"IN","2007-02",43
"IN","2007-03",46
"IN","2007-04",52
"IN","2007-05",60
"IN","2007-06",45
"IN","2007-07",48
"IN","2007-08",50
"IN","2007-09",47
"IN","2007-10",47
"IN","2007-11",25
"IN","2007-12",33
"IN","2008-01",40
"IN","2008-02",31
"IN","2008-03",43
"IN","2008-04",27
"IN","2008-05",23
"IN","2008-06",47
"IN","2008-07",47
"IN","2008-08",39
"IN","2008-09",34
"IN","2008-10",35
"IN","2008-11",20
"IN","2008-12",18
"IN","2009-01",25
"IN","2009-02",25
"IN","2009-03",34
"IN","2009-04",38
"IN","2009-05",28
"IN","2009-06",31
"IN","2009-07",45
"IN","2009-08",44
"IN","2009-09",34
"IN","2009-10",22
"IN","2009-11",27
"IN","2009-12",22
"IN","2010-01",30
"IN","2010-02",20
"IN","2010-03",23
"IN","2010-04",34
"IN","2010-05",42
"IN","2010-06",35
"IN","2010-07",37
"IN","2010-08",42
"IN","2010-09",34
"IN","2010-10",35
"IN","2010-11",36
"IN","2010-12",28
"IN","2011-01",19
"IN","2011-02",24
